text,label
Σε καθημερινή βάση τα πρωινά δρομολόγια μετά τις 9 αργούν ή δεν ξεκινούν καθημερινά. Στην συγκεκριμένη περίπτωση δρομολόγιο 740 ώρα 3:20 ξεκίνησε με 20 λεπτά καθυστέρηση δηλαδή 3:40 με την δικαιολογία οδηγού ότι είχε κίνηση ενώ απο πίσω του  προς την αφετηρία ερχόταν και άλλο δρομολόγιο 740 που όπως είπε ο οδηγός είχε ξεκινήσει κι ολας πολύ πιο πριν απο εκείνον. Παρακαλώ πολύ να σταθεροποιηθουν τα δρομολόγια του 740 γτ ολο αυτό είναι απαράδεκτο κάθε μερα.,76
"Καλησπερα σας, στελνω εκ μερους εργαζομενων στο Πικέρμι, αφου τις τελευταίες ημέρες, βλέπουμε στην εφαρμογή οασα οτι το ημερησιο δρομολογιο είναι αλλο απο το χειμερινο. ενημερωθηκαμε οτι άλλαξαν τα δρομολογια, κόβοντας 2 στις 7.30 και 8.10. Τα μοναδικα που εξυπηρετούσαν μετρο και προαστιακο! το μονο που εχει απομεινει ειναι το 7.50 απο δουκισσης Πλακεντίας, το οποιο ωστοσο μπαίνει απο ντραφι και είναι τρομερά αργοτερο. Απο εχθες ο κοσμος περιμενει το λεωφορειο για 20 η 30 λεπτα σε ωρα αιχμής. Παρακαλώ επανεξεταστε την προσθηκη τουλάχιστον αλλου ενος δρομολογιου της κανονικης απευθείας διαδρομης,δε γινεται ο μονος τροπος εξυπηρετησης μας να ειναι η αργοπορία η τα ταξι.",69
ΠΑΡΑΚΑΛΩ ΝΑ ΔΕΙΤΕ ΤΟ ΘΕΜΑ ΔΡΟΜΟΛΟΓΙΩΝ ΑΠΟ ΤΕΡΜΑ 314 ΤΟ ΠΡΩΙΝΟ ΠΟΥ ΚΟΨΑΤΕ ΣΤΙΣ 07:15 ΚΑΙ ΔΕΝ  ΥΠΑΡΧΕΙ ΑΠΟ ΤΙΣ Ο6:30ΕΩΣ ΤΙΣ 08:3Ο ΤΟ ΔΡΟΜΟΛΟΓΙΟ ΜΕΓΑΛΗ ΑΠΟΚΛΙΣΗ ΟΠΩΣ ΕΠΙΣΗΣ ΘΑ ΗΘΕΛΑ ΝΑ ΕΚΦΡΑΣΩ ΤΗΝ ΕΝΤΟΝΗ ΔΥΣΑΡΕΣΚΕΙΑ ΜΟΥ ΩΣ ΚΑΘΗΜΕΡΙΝΟΣ ΕΠΙΒΑΤΗΣ ΠΟΥ ΜΕΤΑΚΙΝΟΥΜΕ ΜΕ ΤΗΝ ΣΥΓΚΕΚΡΙΜΕΝΗ ΓΡΑΜΜΗ ΓΙΑ ΣΟΒΑΡΕΣ ΠΑΡΑΛΕΙΨΕΙΣ ΑΠΟ ΤΗΝ ΣΥΓΚΕΚΡΙΜΕΝΗ ΕΤΑΙΡΕΙΑ ΤΩΝ ΚΤΕΛ ΑΤΤΙΚΗΣ ΣΤΟ ΕΡΓΟ ΠΟΥ ΤΟΥΣ ΑΝΑΘΕΣΑΤΕ ΓΙΑ ΤΗΝ ΚΑΛΥΤΕΡΗ ΕΞΥΠΗΡΕΤΗΣΗ ΤΩΝ ΠΟΛΙΤΩΝ . ΣΥΝΤΗΡΗΣΗ ΟΧΗΜΑΤΩΝ ΑΘΛΙΑ ΠΟΥ ΘΕΤΟΥΝ ΣΕ ΚΙΝΔΥΝΟ ΟΔΗΓΟΣ ΚΑΙ ΕΠΙΒΑΤΕΣ ΟΠΩΣ ΕΠΙΣΗΣ ΚΟΒΟΝ ΔΡΟΜΟΛΟΓΙΑ ΓΙΑΤΙ ΔΕΝ ΕΧΟΥΝ ΟΧΗΜΑΤΑ ΣΩΣΤΑ ΓΙΑΤΙ ΜΕΝΟΝ ΣΤΟ ΔΡΟΜΟ ΩΣ ΦΟΡΟΛΟΓΟΥΜΕΝΟΙ ΠΟΛΙΤΕΣ ΑΥΤΗΣ ΤΗΣ ΧΩΡΑΣ ΕΧΟΥΜΕ ΤΟ ΔΙΚΑΙΩΜΑ ΚΑΛΥΤΕΡΗΣ ΜΕΤΑΧΕΙΡΙΣΗΣ .ΠΕΡΙΜΕΝΩ ΤΗΝ ΑΝΤΑΠΟΚΡΙΣΗ ΣΑΣ ΕΠΙ ΤΟΥ ΘΕΜΑΤΟΣ ΕΥΧΑΡΙΣΤΩ.,69
"Μεγάλη καθυστέρηση  δρομολογίων στη γραμμή του λεωφορείου 842 Πέραμα - Στ Κορυδαλλός.
Από την στιγμή που η γραμμή εξυπηρετεί  το μετρό Κορυδαλλού θα έπρεπε να υπάρχουν συχνότερα δρομολόγια ώστε να αποφευχθεί ο τεράστιος αριθμός επιβατών καθώς δεν υπήρχε η δυνατότητα να επιβιβαστεί κανένας άνθρωπος από την στάση της γραμμής Μακρυγιάννη έως την στάση του μετρό Κορυδαλλού. Παρακαλώ όπως επιληφθειτε του θέματος  άμεσα.",5
Αργοπορία δρομολογίου 18 λεπτά,90
"Θα ήθελα να καταγγείλω ότι το 1ο δρομολόγιο του 122 από Σαρωνίδα άργησε να έρθει!!!περιμέναμε  10'!!!
Είναι απαράδεκτο!!!
Θέλουμε να πάμε στις εργασίες μας και καθυστερούμε!!!",0
"Ηδη σημερα σας εχω αποστειλει ενα ακομη μηνυμα που εκφραζω παραπονο μου για τις καθυστερησεις . Περα απο το προηγουμενο στο οποιο σας ανεφερα για καθυστερησεις απο το τερμα δηλαδη την Σαρωνιδα , τωρα υπηρξε καθυστερηση στο τελευταιο δρομολογιο απο Αργυρουπολη με αποτελεσμα ολος ο κοσμος που περιμενε το 122 να ξεμεινει στην σταση και να μην εχει τροπο να επιστρεψει!!!!",0
"Δεν πέρασε το λεωφορείο 122 που ξεκινούσε 18:45. Επίσης δεν πέρασε το επόμενο που ξεκινούσε 19:15, αλλά ούτε κ το επόμενο από αυτό, που ξεκινούσε 19:40. Έχασα το ραντεβού που ειχα, και γύρισα σπίτι μου. Κ από ότι έμαθα από τον κόσμο που περίμενε, πέρασε των 20:15. Πάντα κόβονται δρομολόγια, αλλά το παραξεφτιλησατε. Είστε απαράδεκτοι!!!",0
"Δεν περασαν 3 δρομολόγια .
1ο: 18:45
2ο: 19:15
3ο:19:40
Περιμενα 1 ωρα και 40 λεπτα στην σταση. 
Εχει ξανασυμβει πολλες φορες και μαλιστα πρωινες ωρες που ο κοσμος εχει δουλειες και εξετασεις στα Πανεπιστήμια με αποτέλεσμα να τις χανουν!",0
"Σας το στέλνω σε πραγματικό χρόνο, είμαι στη στάση ΤΟΜΠΡΑ της γραμμής και έκανα σήμα στον οδηγό να σταματήσει, με αγνόησε ΠΑΝΤΕΛΩΣ και συνέχισε την πορεία του.

Έχει ξαναγίνει ανάλογο περιστατικό και πλέον θέλω κάτι απτό ως απάντηση στην καταγγελία μου, όχι απλά να ληφθεί υποψη• δεν ειναι τρόπος αυτός να συμπεριφερεται ένας δημόσιος υπάλληλος.",37
"καλησπέρα, την Πέμπτη 27/10/22 πήρα από Σύνταγμα (με το μικρό βαπτστήρι μου) το συρμό για Δουκίσσης Πλακεντίας στις 14:30(διότι ήθελε 30 λεπτά ο συρμός για αεροδρόμιο) ώστε να περιμένουμε εκεί τον συγκεκριμένο συρμό.
Στις 15:00 που φτάσαμε ήθελε ο συρμός για αεροδρόμιο 24 λεπτά ακόμα και ενώ η πτήση μας για Μήλο ήταν 16:45. Όταν ήθελε ακόμα 1 λεπτό να έρθει ο συρμός η φωτεινή πινακίδα ενημέρωσης έγραφε εναλλάξ 1 λεπτό ή έσβηνε κοκ.
Ανέβηκα στη σταθμάρχη περίπου 15:30 και με ενημέρωσε ότι έρχεται ο συρμός. Κατέβηκα αποβάθρα και πάλι τα ίδια. Πάλι πάνω στην σταθμάρχη πάλι τα ίδια. Και πάλι κάτω όπου κάποιοι πιο διορατικοί άρχισαν να φεύγουν (μάλλον με ταξί). Στην 3η μου συνομιλία με την αγενέστατη σταθμάρχη μου είπε να πάω για τον προαστιακό 15:47 διότι κάτι έχει συμβεί και δεν ξέρει πότε θα ερθει ο συρμός. Μετά απ΄αυτό φύγαμε για τον προαστιακό όπου ήρθε 15:54 με αποτέλεσμα να χάσουμε την πτήση και 100 ευρώ για έκδοση νέων εισιτηρίων για επόμενη μέρα.
Σας ενημερώνω ότι αφενός ζητάω συστάσεις (για την αγένεια της) στην εν  λόγο σταθμάρχη, και διότι δεν ενημέρωσε ως όφειλε τους επιβάτες για το σπάνιο (φαντάζομαι) αλλά πολύ σοβαρό συμβάν (κάποιοι χάνουν αεροπλάνα και χρήματα γιατί αρκετοί πήραν και ταξί), καθώς αιτούμαι και την επιστροφή των χρημάτων των 2 εισιτηρίων του μετρο. Σας ενημερώνω δε, ότι με τον συνήγορο του πολίτη είμαι σε επαφή για την απαίτηση και χρηματικού ποσού των αεροπορικών εισιτηριών.
Προφανώς και επιδιώκω την επικοινωνία με κάποιον υπεύθυνο της Στασυ.",1
"Καλησπερα…στελνω αυτο το αιτημα καθως θεωρω πως λογω της χρησης μετρο εχασα 100€ 

Την ημερα παρασκευη 27/10/2022 ωρα 14:41 εκοψα εισητηριο 9€ με προορισμο το αεροδρομιο απο Αιγαλεω καθως  ειχα πτηση στις 16:20 (σχεδον δυο ωρες πριν).αφου φτανουμε στο νομισματοκοπειο δυστυχως λυποθημαει μια κοπελα και ξεκινανε τα προβληματα για εμενα.ο συρμος σταματησε 10λεπτα καθομασταν στον συρμο χωρις να ξερουμε τι θα ακολουθησει και ο χρονος περναγε… εν τελη μας βγαζουν εξω απο το μετρο και μετα απο πολυ ωρα μας λενε να περασουμε απο την πλευρα μετρο προς πειραια ΓΙΑ ΝΑ ΕΡΘΕΙ ΜΕΤΡΟ ΤΟ ΟΠΟΙΟ ΘΑ ΠΗΓΑΙΝΕ ΔΟΥΚ ΠΛΑΚΕΝΤΙΑΣ ΚΑΙ ΟΧΙ ΑΕΡΟΔΡΟΜΙΟ.
Επειτα λοιπον απο πολυ ωρα ερχεται και το μετρο που θα με αφηνε δουκ πλακεντιας καο δεν ενημερωσε ΚΑΝΕΝΑΣ για το πως θα παμε στο αεροδρομιο, το οποιο ηταν κατι το οποιο εμαθα απο αλλον επιβατη και ηταν η μονη επιλογη ο προαστιακος.

Αφου ανεβαινω στον προαστιακο περιμενω βλεπω το ρολοι και φτανουμε στα 45 λέπτα καθυστερησης και φτανει δουκισης πλακεντιας στις 16:00 ενω το αεροπλανο μου πετουσε στις 16:20 και για να μην πολυλογω εχασα την πτηση επεοδη εφτασα στο αεροδρομιο 16:20 ακριβως μετα απο πολυ τρεξιμο.


Πεταξα αδικα 2εισητηρια μετρο αξιας 9€ +5.5€
Και η αεροπορικη εταιρια δεν λαμβανει καμια ευθυνη καθως το προβλημα δεν ειναι δικο της με αποτελεσμα να χανω απο την τσεπη μου ακομη 70€


Παρακαλω πολυ θελω να δειτε που ανηκει στο προβλημα αμεσα και να με ενημερωσετε για επιστροφη χρηματων καθως δεν ειναι ουτε δικο μου το προβλημα καθυστερησης σας 45’ καθως απλα εμπιστευτηκα το ΑΤΤΙΚΟ ΜΕΤΡΟ για την μεταφορα μου",1
"Υπερβολικός κόσμος. Μετά την έλευση του συρμού ο κόσμος όχι μόνο δεν μειώθηκε, αλλά αυξήθηκε. Οι άνθρωποι ποδοπατιόντουσαν προκειμένου να χωρέσουν στο συρμό λόγω του ότι η αναμονή του επόμενου δεν ήταν αποτελεσματική (δεν χωρούσαμε σε κανένα απο τα οχήματα παρόλο που περιμέναμε 3 διαφορετικά τρένα). Να αναφέρω επίσης οτι η οθόνη που υποτίθεται πως γράφει τα δρομολόγια ήταν εκτός λειτουργίας. Το αποτέλεσμα αυτού ήταν αρκετά άτομα, συμπεριλαμβανόμενου και εμού, να φύγουν απο το σταθμό. Είναι απαράδεκτο να υπάρχουν τόσο μεγάλες καθυστερήσεις περιμένοντας κάθε φορά τον επόμενο συρμό. Ο κόσμος δουλεύει, δεν γίνεται να αργοπορεί για δικά σας λάθη! Χάνεται και ο χρόνος μας και τα λεφτά τα οποία δίνουμε στα εισητήρια.",1
"Καλησπέρα, 

Χθες το απόγευμα στον τερματικό σταθμό ΔΗΜΟΤΙΚΟ ΘΕΑΤΡΟ της γραμμής 3, 2 νεαροί μπήκαν με ένα μικρό σκυλάκι, και πήγα στον Σταθμάρχη να τον ρωτήσω εάν επιτρέπεται να μεταφέρουμε με το ΜΕΤΡΟ ζωάκια………..με τα 1000 ζόρια σήκωσε το τηλέφωνο της ενδοεπικοινωνίας, όταν τον ρώτησα για τα ζωάκια, μου είπε ένα ξερό ΟΧΙ…..και ότι πρέπει να μεταφέρονται με τσαντάκι……..και όταν τον ρώτησα για το σκυλάκι που κρατούσαν οι 2 νεαροί πριν από λίγο και τους εξυπηρέτησε εκείνος , μου είπε ότι δεν το είδε…….και άμα θέλω να πάω στην Αστυνομία….!!!!! Για να τους κόψει πρόστιμο…….!!!! Και μου έκλεισε το τηλέφωνο στην μούρη !!!! και έκανε πως είχε δουλειά………….η ΑΓΕΝΙΑ και η ΑΠΡΟΘΥΜΙΑ ΠΡΟΣΩΠΟΠΟΙΗΜΕΝΗ ΣΕ ΑΥΤΟΝ ΤΟΝ ΑΝΘΡΩΠΟ. 
Φεύγοντας από τον ΑΓΕΝΗ ΣΤΑΘΜΑΡΧΗ……..είπα να βγάλω κάρτα για τον μήνα Νοέμβριο !!!!  
Στα 2 ταμεία ήταν δύο ηλικιωμένοι κύριοι…….. ο ένας έδινε μέσα από το τζάμι οδηγίες σε έναν κύριο για το πώς θα εκδώσει εισιτήριο……και ο άλλος έκανε κάτι στον υπολογιστή που είχε μπροστά του.  Όταν απευθύνθηκα σε αυτόν τον κύριο και του είπα ότι θέλω να βγάλω κάρτα για τον Νοέμβριο μήνα………..μου απάντησε ξερά……..ότι………..ΤΏΡΑ ΔΕΝ ΜΠΟΡΏ ΝΑ ΚΆΝΩ ΤΊΠΟΤΑ……….χωρίς καν να σηκώσει τα μάτια του ή να μου δώσει μια εναλλακτική……ήταν σκυμμένος στον υπολογιστή του….!!! 
Η ΑΓΕΝΙΑ ΣΤΟ ΜΕΓΑΛΕΙΟ Της…………..ΈΧΕΤΕ ΒΆΛΕΙ ΣΕ ΣΥΜΑΝΤΙΚΆ ΠΌΣΤΑ ΑΝΘΡΩΠΟΥΣ ΠΟΥ ΔΕΝ ΜΠΟΡΟΎΝ ΝΑ ΑΝΑΠΕΞΈΛΘΟΥΝ, ΧΩΡΙΣ ΔΙΆΘΕΣΗ ΓΙΑ ΔΟΥΛΕΙΑ…………ΜΕ ΤΗΝ ΝΟΟΤΡΟΠΙΑ ΤΟΥ ΔΗΜΟΣΙΟΥ ΥΠΑΛΛΗΛΟΥ……….!!!! 

ΚΑΤΆ ΤΑ ΆΛΛΑ ΔΙΑΦΗΜΊΖΕΤΑΙ ΤΗΝ ΓΡΗΓΟΡΗ ΕΞΥΠΗΡΈΤΗΣΗ ΤΟΥ ΚΟΙΝΟΥ…..AIRPORTAL…!!!
ΚΑΜΙΑ ΕΞΥΠΗΡΈΤΗΣΗ…….!!!! ΜΟΝΟ ΑΓΕΝΕΙΑ ΚΑΙ ΒΑΡΕΜΑΡΑ……….ΕΙΝΑΙ ΚΑΙ ΦΘΝΙΝΟΠΩΡΟ…….. ΤΙ ΘΑ ΓΙΝΕΙ ΤΟ ΚΑΛΟΚΑΙΡΙ ΜΕ ΤΟΣΟΥΣ ΤΟΥΡΙΣΤΕΣ ΠΟΥ ΥΠΟΔΕΧΟΜΑΣΤΕ !!!

Και κατεβαίνω να πάρω τον συρμό που ήταν στην πλατφόρμα…….ξεκινάμε και βλέπω ότι από την οροφή του συρμού έτρεχε νερό !!!! Ο συρμός / βαγόνι είχε Serial No. 73T326. 

Σε γενικότερα πλαίσια οι Σταθμάρχες των σταθμών που χρησιμοποιώ Πανεπιστήμιο, Κορυδαλλός είναι ΑΠΑΣΧΟΛΗΜΈΝΟΙ με τα ΚΙΝΗΤΆ ΤΟΥΣ….. Βγάζουν πίστες με παιχνίδια…!!! Και όταν τους χτυπάς το τζάμι δεν σηκώνουν ΠΟΤΈ ΑΜΕΣΩΣ ΤΟ ΚΕΦΆΛΙ ΤΟΥΣ………. ΠΕΡΙΜΈΝΟΥΝ ΜΉΠΩς ΦΎΓΕΙΣ………και μετά σηκώνουν το κεφάλι τους να σε ρωτήσουν τι θέλεις……………και πάντα όλους μα όλους του διακρίνει μια δυσαρέσκεια γιατί τους ενόχλησες….!!!! 
Μήπως πρέπει να τους εκπαιδεύσετε να  είναι αφοσιωμένοι στην δουλειά τους, ευγενικοί και πρόθυμοι να βοηθήσουν τους επιβάτες που ζητούν τις όποιες πληροφορίες……….(και να μην είναι αφοσιωμένοι στα κινητά τους ????)

Και κάτι άλλο, γιατί δεν φορούν μια στολή / μπλουζάκι που να μπορούμε να τους διακρίνουμε ότι είναι υπάλληλοι της ΑΤΤΙΚΟ ΜΕΤΡΟ ? 

Επίσης γιατί στους μεγάλους σταθμούς, πχ ΠΑΝΕΠΙΣΤΗΜΙΟ, ΜΟΝΑΣΤΗΡΑΚΙ, δεν υπάρχουν υπάλληλοι ΑΠΟ ΤΟ ΠΡΩΙ, να μας βοηθήσουν να βγάλουμε κάρτα, εισιτήρια, κλπ ????
….και κάτι άλλο………….γιατί δεν υπάρχουν υπάλληλοι στους Σταθμούς να μην επιτρέπουν σε αυτούς που δεν φοράνε μάσκα να μπαίνουν στους συρμούς ? Πριν από καιρό στο Μοναστηράκι………υπήρχαν security στην πλατφόρμα και σου έλεγαν να φορέσεις μάσκα, τώρα γιατί δεν υπάρχουν ?  πάρα πολύ επιβάτες δεν φορούν μάσκα……….γιατί ? γιατί δεν υπάρχει επιτήρηση …………Ο COVID-19 υπάρχει ανάμεσα μας…..δεν απαλλαγήκαμε από αυτό. 
Ελπίζω να ληφθούν υπόψη οι παραπάνω παρατηρήσεις μου για την καλύτερη λειτουργία του ΜΕΤΡΟ. 

Μετά τιμής, 
Δημητρία Αναστασιάδου",1
Δεν ειναι δυνατων να πληρωνουμε εισητηριο και να υπαρχει αυτος ο χαμος και η καθυστερηση σημερα .εφοσον πληρωνεστε και απαιτητε εισητηριο να κοβετε το λαιμο σας για την ορθη λειτουργια του μετρο αλλιως να παραιτηθει οποιος ευθυνεται.δεν πληρωνουμε για να αργουμε να παμε στην εργασια μας,21
Καλημέρα είπαμε να βελτιώσετε την γραμμή 3 του Πειραιά αλλά όχι να διαλύσετε τις υπόλοιπες. Δεν μπορούμε να στείλουμε και φωτογραφίες από τα χάλια κάθε φορά.,21
"Καλησπέρα, 

Σήμερα στις 15:45 έβγαλα  στον σταθμό  Μετρό  στο Μεταξουργείο  ένα  εισιτήριο  αξίας  1.20€ για μια διαδρομή,  πλήρωσα  με την κάρτα  μέσω του κινητού  μου τηλεφώνου, αλλά η κάρτα χρεώθηκε με το ποσό  των 16€. Πώς θα γίνει  η επιστροφή  των χρημάτων;",21
"Μη επαναφόρτιση πλαστικής κάρτας διαδρομών (μη προσωποποιημένης) ενώ το ποσό δεσμεύτηκε από τον τραπεζικό μου λογαριασμό. 
ID Συσκευής 1000001750
αρ. κάρτας     F8047C15C2286E80
αρ. συν/γής   000362190619
Ποσό               12 Ευρώ
Θεωρώ ότι  φταίει η κάρτα διαδρομών γιατί την ίδια ημέρα στις 14:39 απέτυχα να τη φορτίσω και μια δεύτερη φορά σε άλλο εκδοτήριο, 1000002196, το ποσό των 2,30. Χρησιμοποιώ την χρεωστική μου κάρτα και τον τραπεζικό μου λογαριασμό χωρίς προβλήματα.

Παρακαλώ να μου επιστραφούν 14,30 Ευρώ.",1
"Καλημέρα σας,
Ήθελα να επαναφορτισω την προσωποποιημένη κάρτα για τα μέσα μου, επέλεξα αγορά προϊόντος (10+1 διαδρομές) ενώ είχα τοποθετήσει την κάρτα στη σωστή θέση. 
Ωστόσο όταν πήγα να περάσω, μου έβγαλε ότι το υπόλοιπο μου δεν επαρκεί. Μάλλον αντί να φορτιστεί η κάρτα, το μηχάνημα εξέδωσε νέο εισιτήριο το οποίο πέταξα κατά λάθος μαζί με την απόδειξη. 
Θα ήθελα να σας ρωτήσω αν μπορεί να γίνει κάτι ώστε να φορτιστεί τελικά η κάρτα μου. Στο e banking μου αναγράφεται η κατάθεση των 12 ευρώ.
Σας ευχαριστώ εκ των προτέρων.",120
"Καλημέρα σας,
Δεν αξίζει σε κανέναν άνθρωπο που πάει στη δουλειά του αυτό π συμβαίνει καθε πρωί στη γραμμή 1 από κηφισια για Πειραιά. Στο κομματι του συρμού που περνάει από πυκνοκατοικημένες περιοχές όπως τα πατησια ο Άγιος Νικόλαος κλπ η κατάσταση είναι τριτοκοσμική. Θα ήταν σωτήριο για οκουα τους επιβατεαν θα μπορούσατε να αυξήσετε τα πρωινά  δρομολόγια μεταξύ 8 και 10 έτσι ωστε να περνάνε συχνότερα τρένα, κάθε 5 λεπτά και όχι κάθε 8 με 11 λεπτά. Η συμφόρηση είναι απάνθρωπη.
Ευχαριστώ
Τ.",24
"Καλημέρα σας,
Δεν αξίζει σε κανέναν άνθρωπο που πάει στη δουλειά του αυτό π συμβαίνει καθε πρωί στη γραμμή 1 από κηφισια για Πειραιά. Στο κομματι του συρμού που περνάει από πυκνοκατοικημένες περιοχές όπως τα πατησια ο Άγιος Νικόλαος κλπ η κατάσταση είναι τριτοκοσμική. Θα ήταν σωτήριο για οκουα τους επιβατεαν θα μπορούσατε να αυξήσετε τα πρωινά  δρομολόγια μεταξύ 8 και 10 έτσι ωστε να περνάνε συχνότερα τρένα, κάθε 5 λεπτά και όχι κάθε 8 με 11 λεπτά. Η συμφόρηση είναι απάνθρωπη.
Ευχαριστώ
Τ.",24
"Καλησπερα, θα ηθελα να ρωτησω αν ειναι δυνατον να αγορασω εναν χαρτη μετρο σαν αυτον που βρισκεται στους συρμους.",24
"Πριν τρεις μέρες πήγα σε γκισέ στην Ομόνοια και ρώτησα, ως άνεργη και έχοντας προσωποποιημένη κάρτα με επιδότηση, πώς μπορώ να έκδοση εισιτήριο για αεροδρόμιο και μου είπαν ότι δε χρειάζεται να κάνω κάτι, διότι η κάρτα ισχύει και για το αεροδρόμιο. ( Την τσεκαραν και στον υπολογιστή, για να δουν ότι έχω όντως την επιδότηση)
Έπειτα τηλεφώνησα στη εξυπηρέτηση πελατών του ΟΑΣΑ, για να σιγουρευτώ ότι ισχύει αυτό.. και με διαβεβαίωσαν πως δε θα έχω κανένα πρόβλημα στην έξοδο από το μέτρο στο αεροδρόμιο.
Εν τέλει όμως στο αεροδρόμιο η κάρτα δεν περνούσε τον έλεγχο..και δε μπορούσε να κάνει κανείς τίποτα γι'αυτό.. με αποτέλεσμα να καθυστερήσω για την πτήση μου..
Ρωτώ λοιπόν..για ποιο λόγο αυτή η παραπληροφόρηση? Θεωρητικά η κλήση έχει καταγραφεί κιόλας..
Στο γυρισμό λοιπόν εγώ τι πρέπει να κάνω?
Απαράδεκτη εξυπηρέτηση.",1
"Καλησπέρα, Πήρα πρόστιμο 72€ και είμαι φοιτητρια. Κατάθεσα στον λογαριασμό σας στην τράπεζα 15€ και δεν ξέρω αν ειναι εντάξει. Χρειάζεται κάπου να δείξω το πάσο μου; 
Ευχαριστώ πολύ",21
Θα ήθελα 10 ευρώ το εισιτήριο του αεροδρομίου που έδωσα διότι το πρώτο δρομολογια του αεροδρομίου μας κατέβασε δουκισης Πλακεντίας.,1
Το πρόβλημα μεταφέρεται από την μια γραμμή στην άλλη . Ενισχύεται του Πειραιά και αρχίζει να έχει κόσμο του Ελληνικού. Η λύση είναι η αγορά συρμών προεκλογικά. Επίσης όταν ο συρμός δεν είναι πολύ γεμάτος στο Σύνταγμα δε μπορεί να περιμένει λίγο. Βέβαια μετά δε μπορεί να φύγει γιατί δεν είμαστε και σωστοί άνθρωποι,1
Το πρόβλημα μεταφέρεται από την μια γραμμή στην άλλη . Ενισχύεται του Πειραιά και αρχίζει να έχει κόσμο του Ελληνικού. Η λύση είναι η αγορά συρμών προεκλογικά. Μια ευτυχία για την καθημερινότητα όλων μας,21
Στο σταθμό Κορωπί με κατεύθυνση από αεροδρόμιο προς δημοτικό θέατρο είναι η δεύτερη μέρα που δεν περνάει η γραμμή του μετρό 3,1
"Σήμερα 20 Οκτωβρίου και ώρα 6:15 το πρωί, ο πρώτος συρμός για αεροδρόμιο αποσύρθηκε στο σταθμό Δουκίσσης Πλακεντίας χωρίς καμία εξήγηση από τον οδηγό με αποτέλεσμα όλοι οι επιβάτες να μεταφερθούμε στον προαστιακό ο οποίος φυσικά γέμισε. Υποστήκαμε όλοι πολύ μεγάλη ταλαιπωρία και καθυστερήσεις. Πραγματικά δεν καταλαβαίνω γιατί δεν υπήρχε συρμός ώστε να πραγματοποιήσει το δρομολόγιο. Είναι μεγάλη ντροπή τόσα άτομα να πληρώνουμε πανάκριβα εισιτήρια για να μετακινηθούμε προς το αεροδρόμιο ΧΩΡΙΣ αποτέλεσμα. Αλήθεια λυπάμαι τα χρήματα που δίνω κάθε μήνα για την μηνιαία κάρτα. Οι  υπηρεσίες που προσφέρονται είναι  απαράδεκτες. Βρείτε τρόπο να λειτουργήσει η γραμμή προς αεροδρόμιο μετά την επέκταση προς Πειραιά, όχι ότι και πριν λειτουργούσαν όλα φυσιολογικά. Απαιτώ εξηγήσεις για όσα έγιναν στις 20 Οκτωβρίου καθώς άργησα στην εργασία μας. Ειλικρινά ντροπή σας!",1
"Καλημέρα σας, θα ήθελα να καταγγείλω το Αττικό Μετρό σήμερα 20 Οκτ 22 που κατάργησε χωρίς προηγούμενη ενημέρωση τα δρομολόγια  των 06:16 από το αεροδρόμιο και αναγκάζοντας να καθυστερήσουμε να μεταβούμε στις εργασίες μας. Περιμέναμε άνθρωποι που πρέπει να πάμε στις δουλειές μας επί 45 λεπτά το επόμενο δρομολόγιο του προαστιακού! Παρακαλώ για τις ενέργειες σας. Θα καταγγελθειτε και σε λοιπά αρμόδια όργανα!",1
"Αν πρέπει να περιγραφεί η κατάσταση που επικρατεί στο μετρό του Αεροδρομίου, όλα συνοψίζονται στη λέξη απαράδεκτη. Η πτήση μου έφτασε στις 10, στις 10 και 20 ήμουν στην αποβάθρα με προορισμό την Αθήνα, σίγουρα δεν είχε περάσει μόλις κάποιο μετρο καθώς πολλά άτομα περίμεναν ήδη. Η ώρα πήγε έντεκα για να φύγουμε από το αεροδρόμιο. Άγγλοι Γάλλοι Πορτογάλοι όλοι έψαχναν να βρούν που πρέπει να πάνε και σε πόση ώρα έρχεται το μετρό. Αλλα εννοείται ότι οι ηλεκτρονικοί πίνακες δεν λειτουργούσαν, το οποίο είναι αρκετά παράδοξο ειδικά αν υπολογίσουμε ότι είναι ο σταθμός του αεροδρομίου της πρωτεύουσας της χώρας, από όπου περνάνε καθημερινά χιλιάδες άτομα. Και σαν να μην έφταναν η καθυστέρηση και η παντελής έλλειψη ενημέρωσης, όταν τελικά ήρθε το μέτρο ήταν βρώμικο και γεμάτο σκουπίδια. Φαντάζομαι ότι δεν είναι αυτή η εικόνα που θέλετε να έχουν οι πολίτες και οι τουρίστες για την επιχείρηση σας. Τέλος, εικάζω ότι το αντίτιμο του εισιτηρίου θα πρέπει να είναι ανάλογο των προσφερόμενων υπηρεσιών, ωστόσο δεν μπορώ να καταλάβω πως τα 9 ευρώ που καλείται ο καθένας από μας να πληρώσει αντιστοιχεί στις υπηρεσίες που λαμβάνουμε.",120
