,init_text,SOS,ents
654,"X97 ΓΙΑ ΑΛΛΗ ΜΙΑ ΦΟΡΑ ΕΦΓΑΕ ΔΡΟΜΟΛΟΓΙΟ ΔΕΝ ΑΝΑΧΩΡΙΣΕ ΠΟΤΕ ΑΠΟ ΕΛ ΒΕΝΙΖΕΛΟΣ ΣΤΗΣ 1215...
ΤΟ ΠΡΟΓΟΥΜΕΝΟ ΗΤΑΝ 11 Κ ΜΕΤΑ 1315.
ΑΠΑΡΑΔΕΧΤΟ ΠΙΑ. ΤΟΣΟΙ ΕΡΓΑΖΟΜΕΝΟΙ . ΓΙΑΤΙ ΝΑ ΧΤΥΠΑΜΕ ΤΗ ΚΑΡΤΑ ΓΙΑ ΥΠΕΡΕΣΙΕΣ ΠΟΥ ΔΕΝ ΥΠΑΡΧΟΥΝ,Κ ΣΥΓΝΜΩΝΗ ΔΕΝ ΑΡΚΕΙ,
ΠΙΟΣ ΘΑ ΜΟΥ ΠΛΗΡΩΣΕΙ ΤΟ ΤΑΞΙ????
 ΠΛΕΟΝ Κ Η ΔΟΙΚΗΣΗ ΤΟΥ ΑΕΡΟΔΡΟΜΙΟΥ ΑΛΛΑ Κ ΤΑ  ΚΑΝΑΛΙΑ..ΕΧΕΙ ΓΙΝΕΙ  ΠΟΛΛΕΣ ΦΟΡΕΣ ΠΙΑ!!!!

ΘΑ MAZEYTOYN YPOGRAFES NA KATARGH8EI H STASH EKKLHSSIA AFOY EXEI KATALHXEI TO X97 ANA MIA WRA!!!!",1,"(χτυπαμε,)"
655,Καλησπέρα σας ήθελα να αναφέρω πως η γραμμή 025 διαρκώς καθυστερεί. Εγώ όπως και πολλοι κάτοικοι που περιμένουμε στο τέρμα της γραμμής (προφήτης Δανιηλ) μπορούμε να επιβεβαιώσουμε πως συνήθως τα δρομολόγια καθυστερούν έως και 45 λεπτά και πολύ συχνά δεν περνάνε καν τα λεωφορεία που είναι προγραμματισμένα αναλόγως με το πρόγραμμα που είναι αναρτημένο στην εφαρμογή του οασα. Το συγκεκριμένο πρόγραμμα δεν είναι καθόλου έγκυρο όσων αφορά τη γραμμή 025.,1,"(εγκυρο,)"
656,"Ονομάζομαι Ανδρέας Ρίγκας, τηλέφωνο 6938749134.
Χθες στις 13:00 περίπου, εγώ με την σύζυγό μου και τα 2 παιδιά μας (12 και 6 χρονών), επιβιβαστήκαμε στον σταθμό Αλίμου και αποβιβαστήκαμε στον σταθμό Ακρόπολη (γραμμή 2).
Όταν μπήκαμε στο βαγόνι κατευθυνθήκαμε 2 πόρτες ποιο μακρία από το σημείο που ανεβήκαμε, γιατί εκεί υπήρχαν 4 άδειες θέσεις.

Όταν έφτασε η στιγμή να κατεβούμε, η πόρτα που βρήκαμε προστά μας ήταν χαλασμένη και δεν άνοιξε.
Τρέξαμε κατευθείαν να κατεβούμε από την αμέσως επόμενη πόρτα, όμως το βαγόνι είχε γεμίσει και υπήρχαν άλλα άτομα μπροστά μας που είχαν επιλέξει να αποβιβαστούν από την χαλασμένη πόρτα.
Προσπαθώντας όλοι να κατεβούμε, πλέον από την επόμενη κατά σειρά πόρτα, και ενόσω υπήρχαν άτομα που αποβιβάζονταν, ακόμα και πίσω από εμάς, ακούστηκε ο χαρακτηριστικός ήχος και οι πόρτες έκλεισαν.
Για την ακρίβεια δεν έκλεισαν, σταμάτησαν πάνω στο σώμα του 6χρονου γιου μου, χτυπώντας τον στο κεφάλι!!! Παρόλο που προσπάθησα με δύναμη να κρατήσω τις πόρτες δεν το κατάφερα γιατί η δύναμη που κλείνουν είναι αρκετά μεγάλη.
Το παιδί έβαλε τα κλάματα, πονούσε αρκετά και ένιωσε μία παροδική ζάλη.

Απευθύνθηκα στο γκισέ του σταθμού Ακρόπολη για να κάνω καταγγελία. Με ενημέρωσαν ότι δεν μπορούν να καταγράψουν την καταγγελία και πρέπει να πάω στον Σταθμό Συντάγματος ή να καταγγείλω το περιστατικό ηλεκτρονικά.

Ευτυχώς δεν υπήρχε σοβαρότερο πρόβλημα με το παιδί, γιατί αυτή τη στιγμή δεν θα απευθυνόμουνα σε εσάς μέσω email αλλά νομικά μέσω του Συνηγόρου του Πολίτη.
Και φυσικά, ελπίζω να μην παραπονεθεί το παιδί για πόνους / ενοχλήσεις τις ερχόμενες ημέρες.

Αναμένω απάντησή σας.",1,"(χτυπωντας, νομικα)"
657,"Ενώ περιμενω μετά από μεροκαματο ανήμερα την Χριστουγέννων το λεοφωρειο που έτσι κι αλλιώς τις καθημερινές είναι αργοπορία σκέτη, μετά από σήμα μου για να σταματήσει για επιβίβαση, ο οδηγός μας αγνόησε πανηγυρικά και εμένα και έναν άλλο κύριο ο οποίος μετά το έκοψε με τα πόδια.  Κάτι που εγώ δυστυχώς δεν είχα την πολυτέλεια να επιλέξω. Και τέτοια μέρα απόρω τι ώρα τελικά θα φτάσω σπίτι μου..και  δεν υπάρχει δικαιολογία γιατί η στάση σφαγεία επί της Πειραιώς δεν είναι σε καμία στροφή να πω δεν είχε ορατότητα. Στην ευθεία του βρισκόμασταν",1,"(χριστουγεννων,)"
658,"Καλησπέρα σας, ο οδηγός του λεωφορείου Χ97 με νούμερο οχήματος 104, δεν έφερε μαζί του ταμείο για συναλλαγή εισιτηρίων όπως και προβλέπεται πάρα μας διέταξε να κατέβουμε από το λεωφορείο όταν του παρουσιάσαμε χαρτονόμισμα των 20€.Μετα από διαμάχη και επίθεση από την πλευρά του οδηγού πήρε τα 20€  για να τα χαλάσει σε περίπτερο. Στο περίπτερο αγόρασε πατατάκια με τα χρήματα μας και μας έδωσε τα ρέστα.",1,"(επιθεση,)"
659,"Έχει αργήσει μισή ώρα το Α13 ενώ έπρεπε να έχει κάθε δέκα λεπτα,δεν θα χάσουμε εξαιτίας σας τις δουλειές μας έχασα την προηγούμενη φορά μεροκάματο εξαιτίας σας,να βάλετε πιο πολλά δρομολόγια αλλιώς να ξεκινήσω μήνυση.",1,"(μηνυση,)"
660,"Σήμερα, 24/12 και ώρα 14.02, οδηγώντας επί της οδού Καλισσίων στην Παλαια Πεντέλη, στο ύψος του αριθμού 32 περίπου, και με κατεύθυνση προς Παλαια Πεντέλη, οδηγός σας, αστικού λεωφορείου κατευθυνόταν στο αντίθετο ρεύμα προς Ντραφι. πήρε τη στροφή του πολύ κλειστά και μπήκε στο ρεύμα μου πάνω από τη μεση. Εγώ κινουμουν με 25χλμ και για να τον αποφύγω έκοψα τελείως δεξιά. Αν δεν έκοβα και δεν έκανα ελιγμο, το λεωφορείο θα μου είχε χτυπήσει όλη την πλευρά του οδηγού. Σημειωτεον ότι στο πίσω κάθισμα επέβαιναν τα τρία παιδιά μου, δεμένα στα καρεκλακια τους. Ως αποτέλεσμα του ελιγμού φρέναρα με συνέπεια το όχημα που με ακολουθούσε να φρενάρει επάνω μου. Ευτυχώς δεν υπήρχαν τραυματισμοί, αλλα ο οδηγός σας, επέδειξε πλήρη αδιαφορία για τον πανικό που προξένησε, γκάζωσε κι έφυγε.",1,"(χτυπησει, τραυματισμοι)"
661,"Καλησπέρα. Θα ήθελα να αναφέρω οτι σήμερα παραμονή Χριστουγέννων, το δρομολόγιο των 5:15 το πρωί του λεωφορείου 807 δεν ξεκίνησε ποτέ. ΔΕΝ εχω καμια συμπόνια για το οτι οι οδηγοί δουλεύουν παραμονή Χριστουγέννων. Δουλεύω στην εστίαση και δουλεύω και παραμονή και ανήμερα και στις 2 γιορτές. Περιμένω το λεωφορείο για να πάω στην δουλειά μου στις 6 το πρωί και ενω εγω ειμαι στην ώρα μου, με αναγκάζετε να αργήσω.
Είναι απαράδεκτο το πόσες φορές δεν εκτελούνται δρομολόγια, το πόσες φορές αργούν να ξεκινήσουν ή ξεκινάνε και πιο νωρίς το οποίο επίσης επιφέρει προβλήματα. Όπως επίσης άπειρες φορές ανοίγω την εφαρμογή, το επόμενο δρομολόγιο είναι σε 10 λεπτά και το ξανα κοιταω σε 5 λεπτά και λεει οτι το επόμενο ειναι σε 20 λεπτά. Οχι μονο δηλαδή δεν κάνουμε την δουλειά μας αλλα αλλάζουμε τα δρομολόγια όπως μας συμφέρει χωρίς ούτε μια ανακοίνωση. Τουλάχιστον βάζετε ανακοινώσεις για τον λόγο που δεν γινεται κάποιο δρομολόγιο. Είναι κρίμα και άδικο στο κατω κατω να σας κατηγορούμε αν υπάρχει σοβαρός λόγος.",1,"(χριστουγεννων, χριστουγεννων)"
662,"Στις 23/12/2022 και ώρα 21:45 στο ύψος της Πλατείας Δαβάκη, ο οδηγός του λεωφορείου με αριθμό πινακίδας ΖΚΖ9836 που εκτελούσε το δρομολόγιο Πειραιάς - Δάφνη αρνήθηκε την επιβίβασή μου γιατί κατά τη γνώμη του το κλουβί μεταφοράς του κατοικιδίου μου ήταν ακατάλληλο. Συγκεκριμένα υποστήριζε ότι δεν ήταν κλουβί αλλά βαλίτσα.

Μάλιστα, ενώ είχα επιβιβάσει το κλουβί με το κατοικίδιό μου επιχείρησε να κλείσει την πόρτα, με αποτέλεσμα το κατοικίδιο να είναι μέσα στο λεωφορείο και εγώ να βρίσκομαι μαγκωμένη από την πόρτα, η μισή μέσα και η μισή έξω.

Ο οδηγός αρνούταν να ξεκινήσει αν δεν κατέβαινα, παρότι και οι υπόλοιποι επιβάτες του επιβεβαίωναν ότι το κατοικίδιό μου βρίσκεται μέσα σε κλουβί. Ο οδηγός μου επέτρεψε να επιβιβαστώ πλήρως έπειτα από ώρα και λόγω της πίεσης των υπόλοιπων επιβατών.

Παρακαλώ (α) να διερευνήσετε το περιστατικό και (β) να μου κοινοποιηθούν τα στοιχεία του γιατί σκοπεύω να κινηθώ δικαστικά.",1,"(δικαστικα,)"
663,"Καλησπέρα σας.

Δεδομένο 1: Από τις αρχές Σεπτεμβρίου είμαι άνεργος ,επομένως δικαιούμαι δωρεάν μετακίνηση με τα ΜΜΜ.
Δεδομένο 2: Στην κατά επανάληψη προσπάθεια μου επαναφόρτισης της κάρτας μου για το επίδομα των 30 ημερών ,δεν γινόταν με αποτέλεσμα να αγοράζω εισιτήρια ,για τα οποία έχω απόδειξη ,ενώ θεωρητικά δεν θα έπρεπε.

Στις 18 Δεκεμβρίου λοιπόν, στη γραμμή ""12"" έγινε έλεγχος από υπαλλήλους και μην έχοντας χτυπήσει εισιτήριο/κάρτα ,μου εκδόθηκε πρόστιμο ,λέγοντας μου όμως πολύ ευγενικά ότι μπορώ με την ταυτότητα ,την κάρτα μου ,το πρόστιμο και την κάρτα ανεργίας μου ,να παω να υποβάλλω ένσταση. Την επόεμνη κιόλας ημέρα μετέβη στον ΟΑΣΑ και η υπάλληλος μου είπε ότι πρέπει να πληρώσω το πρόστιμο και ότι χρειάζεται να δημιουργήσω νέα καρτα ,δίνοντας μου μάλιστα σχετικό έγγραφο. Μπάινοντας στο σύστημα ,το μόνο που χρειαζόταν να κάνω ήταν να ενεργοποιήσω το επίδομα ,πράγμα που σημαίνει ότι δεν είχε καμμία σχέση με αυτό που μου είχε αναφέρει. Ακόμα ,θεωρώ τουλάχιστον τραγικό το γεγονός ότι μου κόπηκε πρόστιμο ,επειδή δεν χτύπησα εισιτηριο/κάρτα ,χωρίς να βάζω ""μέσα"" τον ΟΑΣΑ ,μιας και είμαι άνεργος. Ίσως να έχουν δοθεί διαφορετικές προτεραιότητες. 

Θα σας παρακαλούσα να γίνει επανέλεγχος του ζητήματος μου.",1,"(χτυπησει, χτυπησα)"
664,"Καλησπέρα. Κάνω αυτήν την καταγγελία σχετικά με το λεωφορείο 052 (από μετρό Στ. Ελαιώνα προς ΚΤΕΛ Κηφισού) στις 19:45 στις 23/12/2022. Το λεωφορείο δεν ήρθε ποτέ, ο κόσμος ήταν άπειρος και παρα λίγο να χάσω το λεωφορείο προς τον τόπο καταγωγής μου. Δεν φτάνει μόνο αυτό, αλλά αναγκάστηκα να πληρώσω και το ταξί, για να με πάει στα ΚΤΕΛ. Έκοψα εισιτήριο και γενικά είμαι από τις/ τους πολίτες που κόβω μηνιαία κιόλας κάρτα. Αυτό αποδεικνύεται εύκολα. Και θέλω να ρωτήσω. Εγώ για ποιον λόγο κόβω εισιτήριο; Για να πληρώνω και ταξί μετά; Για να αγχώνομαι ότι δεν θα φτάσω στον προορισμό μου; Επιεικώς απαράδεκτο! Πείτε μου για ποιον λόγο να ξανακόψω εισιτήριο. Που έγινε επέκταση και δεν υπάρχουν συρμοί; Που είμαστε σαν τις σαρδέλες; Σε ενδεχόμενο έλεγχο τι θα γίνει; Θα μου κόψετε πρόστιμο; Θα μου δώσετε αποζημίωση για το ταξί; Αν έχανα το λεωφορείο, θα με αποζημιώνατε και για αυτό; Για την ταλαιπωρία που υπέστην; Σας ζητώ να επιληφθείτε άμεσα του ζητήματος. Αναμένω απάντηση σας.",1,"(αποζημιωση, αποζημιωνατε)"
665,"Καλησπέρα σας,
Είναι η δεύτερη φορά που αναγκάζομαι να σας στειλω σχετικά με καθυστέρηση συγκριμενου δρομολογίου συγκεκριμένης γραμμης. Θεωρώ καταρχήν απαράδεκτο να πληρώνω εισιτήριο κάθε Πεμπτη και τελικα να αναγκάζομαι να πληρώνω ταξί! Επίσης ειναι ανεπίτρεπτο να βλέπω στην εφαρμογή τα δρομολογια για συγκεριμένη σταση (1η Σισμανογλείου) τα οποία δεν τηρούνται ή ως δια μαγείας δεν εκτελούνται! Δεν ειναι δυνατόν να περιμένουμε μέσα στο κρύο και μάλιστα σε στάση διπλα σε νοσοκομείο! Επίσης, δεν αφορά τους επιβάτες αν υπαρχει υποστελεχωση οδηγών ή οποιοδήποτε αλλο προβλημα.

Ευχαριστώ εκ των προτέρων.",1,"(νοσοκομειο,)"
666,"καλησπερα σας,
εγινα σημερα κατοχος της ath.ena card, 3001010051812568,
και προσπαθω να βρω το app για να το εγκαταστησω στο τηλεφωνο μου, IPHONE, δεν υπαρχει στο app store, μπορειται να μου πειτε πως μπορω να το βρω για να κανω την εγκατασταση?
πρεπει να ειναι στο apple store και οχι απλα στο google play.
ευχαριστω.",1,"(εγκαταστησω,)"
667,"Καλησπέρα σας, εργάζομαι στο Πρωτοδικείο Αθηνών και θέλω να αναφέρω τη δυσλειτουργία του αυτόματου μηχανήματος έκδοσης εισιτηρίων που βρίσκεται εκεί. Δυο φορές έχει παρακρατήσει τα χρήματα μου χωρίς ν εκδοθούν τα αντίστοιχα εισιτήρια. Η κατάσταση είναι ανυπόφορη.  Τη δεύτερη φορά σήμερα δηλ κράτησα την απόδειξη και παρακαλώ για τον έλεγχο και την επισκευή του μηχανήματος κ την αποζημίωση μου για το αντίτιμο που παρακρατησε. Περιμένω την άμεση απάντηση σας.
Με εκτίμηση

Αφροδίτη ΣΥΡΚΟΥ",1,"(αποζημιωση,)"
668,"Στην οδό Τιμίου Σταυρού 23, πλησίον Ογκολογικού Νοσοκομείο ""Αγ.Ανάργυροι"" στο δήμο Κηφισιάς,δεν υπάρχει στο συγκεκριμένο σημείο ένα στέγαστρο και ταμπέλα στάσης ώστε να αναφέρει ότι είναι η αφετηρία και ότι εκεί κάνουν αφετηρία οι εξής γραμμές:604,734,543,543Α! Και το λέω γιατί χρησιμοποιώ σπάνια αυτές τις λεωφορειακές γραμμές ως επιβάτης και όχι ως κάτοικος της Κηφισιάς!Στο συγκεκριμένο σημείο υπάρχει ένα ακατάλληλο σπιτάκι/στέγαστρο το οποίο δε καλύπτει τις ανάγκες του επιβατικού κοινού για τις κακές καιρικές συνθήκες (βροχή, χιόνι) παρακαλούμε πολύ να δημιουργηθεί ένα στέγαστρο στάσης η η αφετηρία να μεταφέρει ακριβώς έξω από το νοσοκομείο ώστε να υπάρχει καλύτερη εξυπηρέτηση επιβατών καθώς εκεί υπάρχει και τηλεματική και στέγαστρο!! Ευχαριστώ για την κατανόηση!",1,"(νοσοκομειο, νοσοκομειο)"
669,"Καλησπέρα σας
Ειχα εκδωσει ενα εισητηριο για το αεροδρόμιο και το χτύπησα κανονικα αλλα εν τελη κατι μου ετυχε και πηρα ταξι οποτε δεν χρησιμοποίησα το εισητηριο ποτε. Δεν το χτυπησα ξανα κατα την έξοδο γιατι ηταν ανοιχτές οι πόρτες. Σταθμος προαστιακού ταύρος. Εχω κρατησει το εισητηριο οποτε ισως μπορείτε να το επιβεβαιώσετε φανταζομαι. Υπάρχει δυνατότητα επιστροφής χρηματων ή εστω πιστωση του ποσού στο εισητηριο για να μπορεσω να το χεησιμοποιησω? Ευχαριστώ πολύ Ροδάνθη Δαμιανάκη 6981800740",1,"(χτυπησα, χτυπησα, χεησιμοποιησω)"
670,"Τά ίδια και τά ίδια κάθε μέρα!!! Τήν στιγμή πού βγαίνει πλήθος κόσμου από τον προαστιακό πού μόλις έχει φτάσει, ο οδηγός του λεωφορείου πού είναι στήν στάση λίγα κλάσματα τού δευτερολέπτου πριν, θεωρεί επαγγελματικό αντί να περιμένει λίγα λεπτά, να πατήσει γκάζι και να φύγει!! Με κίνδυνο τραυματισμού μίας και πολλοί άνθρωποι φτάνουν στην κλειστή πόρτα καί σέρνονται χτυποντας καί παρακαλοντας τόν οδηγό να περιμένει. Έχω συγκεντρώσει στοιχεία, βίντεο κτλ. Αναμένω την απάντηση σας προκειμένου να καταθέσω μήνυση στον ΟΑΣΑ, την ισχύ, καί τό ΚΤΕΛ Κορινθίας για κακή εκτέλεση σύμβασης συγκοινωνιακού έργου.",1,"(τραυματισμου, χτυποντας, μηνυση)"
671,"Μπήκε η αδελφή μου στο Α2 με αριθμό πινακίδας Υμι 1186 από βούλα Ακαδημίας ώρα 12:45 και επειδή η 19 κοπέλα ζήτησε να ανοίξει η πόρτα στην στάση για να μπει ένας πολίτης  ο οδηγός της είπε να μην να σταματήσει να μιλάει και ότι δεν την αφορά
Δεν ντρέπονται λίγο το ζώο που μεταφέρει τόσες ζωές να μιλάει έτσι σε ένα 18χρονο κορίτσι
Θέλω να μάθω το όνομα του! Ώστε να του κάνω μήνυση",1,"(μηνυση,)"
672,"Καλημέρα σας, πάλι τα ίδια με τη γραμμή 120 από προαστιακό Κορωπίου προς Γλυφάδα, με το δρομολόγιο των 08.20, το οποίο και δεν πραγματοποιήθηκε!!! Νομίζετε πως είμαστε ζώα????? Να περιμένουμε ένα λεοφωρειο μέχρι τις 09.20 που είναι το επόμενο???? Επίσης ποιος θα μας αποζημιώσει για την απόλυση από τις δουλειές μας, λόγω καθυστέρησης προσέλευσης μας σε αυτές, εξαιτίας σας?????? ΝΤΡΟΠΉ ΣΑΣ!!!",1,"(αποζημιωσει,)"
673,"Το λεωφορειο 171 αργει καθημερινα εως και 50 λεπτα να περασει απο τη σταση ελληνικο. ΣΤΟΙΒΑΖΟΜΑΣΤΕ ασφυχτικα εως και 200 ατομα 
 ο ενας πανω στον αλλον με το ρισκο ο,τι μεταδοτικο εχει ο ενας να κολλήσει και ο άλλος. Αδυνατουμε να χτυπήσουμε τα εισιτήριά μας. Πρεπει επειγοντως να κανετε κατι.",1,"(χτυπησουμε,)"
674,"Δεν ηρθε κανενα λεωφορειο, ουτε 08:10-08:20 παρολο που στο πρόγραμμα υπηρχαν αυτα τα δρομογια. Αποτελεσμα ολου αυτου ηταν να καθυστερησουμε στη δουλεια μας τοσοι ανθρωποι! Ποιος θα μας αποζημίωσει για αυτη τη ταλαιπωρία και καθυστερηση?",1,"(αποζημιωσει,)"
675,"Ο οδηγός που λεγόταν Πλατυποδης κάπνιζε. Του είπα ότι έχω πρόβλημα με τον καπνό και ευτυχώς το πέταξε χωρίς να πει κάτι. Είχε παραμείνει όμως η μπόχα για κάποια ώρα. Ήδη ασφυκτιούμε με τις μάσκες που πρέπει να φοράμε, πρέπει να έχουμε και καπνό τσιγάρου; Νόμιζα πως απαγορεύεται το τσιγάρο στα μεταφορικά μέσα. 
Επίσης ο ίδιος οδηγός , είκοσι λεπτά μετά , έβριζε με αρκετά έντονο ύφος μια γυναίκα που είχε κλείσει το δρόμο με το παρκαρισμένο αμάξι της. Όταν το πήρε κι έφυγε η γυναίκα , ο οδηγός ξεκίνησε να οδηγά πάλι και άρχισε να βρίζει εξ αιτίας του συμβαντος , να ρίχνει χριστοπαναγιες, να ρίχνει χτυπήματα στο λεοφωρειο κλπ από τα νεύρα του. Το λεοφωρειο στην αρχή , πηγενε πέρα δώθε απ' τα νεύρα του και από τις απότομες κινήσεις του. Είχα ψιλοαγχωθει και φοβηθεί απ' τη συμπεριφορά του! Δεν μπόρεσε να συγκρατήσει τα νεύρα του και να το δει πιο ψυχραιμα. Μήπως δεν είναι φρόνιμο να επιλέγονται τέτοια άτομα για οδηγοί? 
Κάντε κάτι!
ΧΕΚ 6070 ήταν ο αριθμός του λεοφωρειου",1,"(χτυπηματα,)"
676,"Αγαπητέ Οασα

Το 171 που θα έπρεπε να βρίσκεται στην οδό Καλύμνου στη Βούλα κατά τις 17.10 δεν πέρασε ποτέ.

Παρακαλώ όπως προβείτε σε αποζημίωση",1,"(αποζημιωση,)"
677,"Καλημέρα σας  και  Χρόνια Πολλά. 

Είμαι  Δ.Υ  και,  επί  χρόνια,  κάνω  χρήση  των  ΜΜΜ  για  μετάβαση  στην    
Υπηρεσία μου   κλπ,  κάνοντας  χρήση  της  με  Αρ. 3001 0100 0530 5271  ATH.ENACARD,  την  οποία  επαναφορτίζω   κάθε  μήνα  για διάρκεια  30  ημερών (διαπιστώνεται  η  μηνιαία  ""επαναφόρτιση""  από  την  επί  χρόνια  χρήση  της).

Σήμερα 19.12.2022  προσπάθησα  να  επαναφορτίσω  την  εν  λόγω  κάρτα  στο Ηλεκτρονικό  Μηχάνημα  της  Στάσης   ""ΜΟΥΣΩΝ  Παλαιού Φαλήρου"", ώστε  να  επιβιβαστώ  στο  TRAM  με  κατεύθυνση το  Σύνταγμα,  το οποίο θα  έφθανε  σε  3΄.

1η  Παρατήρηση :  Το  μηχάνημα,  σε αντίθεση  με  προηγούμενες  φορές  ή  
                                     άλλα  μηχανήματα  σε άλλους  σταθμούς,  μετά  δυσκολίας  
                                     (όχι  με  απλό  άγγιγμα - απαιτούσε  παραπάνω ένταση!!)  
                                     εκτελούσε  τις  εντολές  για  την  επί  χρόνια  μηνιαία
                                     ""επαναφόρτιση"" της  κάρτας  μου (ενδεχομένως  θα  
                                     πρέπει  να το ελέγξουν  οι   ειδικοί  υπάλληλοί  σας) και

2η Παρατήρηση  : στην  προσπάθειά  μου  να  επαναφορτίσω  την  κάρτα  μου 
                                   πιέζοντας,  με  την  παραπάνω δυσκολία, το  εικονίδιο  των  
                                   30  ημερών,  ανταποκρίθηκα  στο  σχετικό   ηχητικό  μήνυμα  
                                   για   την  σχετική  πληρωμή,  πληρώνοντας   με την  
                                   Τραπεζική  μου   Κάρτα (Ημερομηνία : 19/12/2022, Ώρα : 
                                    08:25:34,  ΑΓΟΡΑ  (ΕΞΟΥΣΙΟΔΟΤΗΣΗ) OASA ETICKET POS 
                                    ATH),  παίρνοντας,  γρήγορα,  την  ATH.ENACARD  μου,  
                                    ώστε  να  προλάβω  να  εισέλθω  στο TRAM, που  ήδη  είχε 
                                    φθάσει.   Δεν  πήρα  την  απόδειξη, αφού  υπήρχαν  και 
                                    άλλες  αποδείξεις  εντός  της  εξόδου  των  αποδείξεων - 
                                    εισιτηρίων  και  το  Tram  έπρεπε να  φύγει.  Θεωρώντας  
                                    ότι  έγινε  η  ΑΓΟΡΑ - Επαναφόρτιση  των  30  ημερών  
                                    μπήκα  στο  TRAM  και  αμέσως  ενεργοποίησα,  όπως  
                                   όφειλα,  την   κάρτα  μου  στο  σχετικό  μηχάνημα  
                                   ΕΠΙΤΥΧΩΣ,  αφού  ΔΕΝ  αποτυπώνεται  ο  Χρόνος  διάρκειας  
                                   αυτής! 
                                   Εν  συνεχεία  μετεπιβιβαζόμενος,  μετά  από  λίγο,  στο  
                                   σταθμό  του  ΜETRO  Ν. Κόσμου  και   εισερχόμενος  από  
                                   τις  σχετικές  μπάρες  διαπιστώνω  ότι  το  σχετικό  εικονίδιο   
                                   υπολοιπόμενου χρόνου  αναγράφει  23  ώρες  κλπ,  οπότε  
                                  αντιλαμβάνομαι  ότι  ΔΕΝ  έγινε  η  επαναφόρτιση,  που  είχα  
                                  ""αγγίξει - χτυπήσει"",  αλλά  κάτι  άλλο.
                                  Πηγαίνοντας  στο  Γραφείο  μου  και  κάνοντας  έλεγχο  στις  
                                  σχετικές  πληρωμές,  διαπιστώνω  χρέωση  4,10  Euro, που  
                                  αντιστοιχεί σε  εισιτήριο  24  ωρών  και  όχι  σε  εισιτήριο  30  
                                  ημερών,  όπως  είχα  ζητήσει  (Περιττό  να  σας  
                                  αναφέρω  ότι  δεν  είχε  καμία  χρησιμότητα  ένα  τέτοιο  
                                  εισιτήριο).
Δεδομένου  ότι : 1) το  πρόβλημα  δημιουργήθηκε  από  το  μηχάνημα,  εξαιτίας  της  δυσκολίας  επαφής,  ώστε  να  δεχτεί  τις  σχετικές  εντολές   επαναφόρτισης  της  ATH.ENACARD ς   μου  και  2)  θα  προβώ    στην  επαναφόρτιση  της  εν  λόγω  κάρτας  μου  με  το  εισιτήριο  διάρκειας 30  ημερών,  το  οποίο  μονίμως  χρησιμοποιώ,  ΣΑΣ  παρακαλώ :
α) για  την,  με  τον  οποιοδήποτε  τρόπο  κρίνετε  εσείς,  ακύρωση  της  
    ανωτέρω  εσφαλμένης  έκδοσης  και
β) τον  έλεγχο   του   ανωτέρω Μηχανήματος  Έκδοσης  Εισιτηρίων  της  
     Στάσης  ""ΜΟΥΣΩΝ Παλαιού  Φαλήρου""  για  την  αποκατάσταση  της  
     κανονικής   λειτουργίας  αυτού.

Αναμένοντας  την  απάντησή  σας ,  σας  ευχαριστώ,  Καλές  Γιορτές   &      
                            Καλά  Δρομολόγια  των  ΜΜΜ! 

Ο  επιβάτης  της  με Αρ. 3001 0100 0530 5271  ATH.ENACARD 

ΚΟΠΙΔΑΚΗΣ  ΓΕΩΡΓΙΟΣ  

(Τηλ. : 6973382360,  E-mail : georgeskopidakis@gmail.com )",1,"(χτυπησει,)"
678,"ID συσκευης επαναφορτισης 1000002186/ σταθμος Αιγαλεω
Αρ. Συν/γης 000370247306
Αρ. Βλαβης 211712/15.12.2022
Πληρωμη ενιαιου εισιτηριου 10+1 διαδρομες στον σταθμο Αιγαλεω.
Παρακαλω για την αποζημιωση του εισιτηριου το οποιο δεν παρελαβα λογω προβληματος του μηχανηματος
Ευχαριστω",1,"(αποζημιωση,)"
